0,1,3,1,1,3,4,4,4,5,16,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
0,22,22,17,28,28,28,28,28,5,16,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
0,28,22,17,17,28,28,74,28,5,16,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
40,41,41,41,41,41,53,22,28,5,16,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
61,61,61,61,61,61,0,22,28,5,16,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
22,22,22,22,22,22,0,22,22,5,16,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
22,22,22,22,22,22,0,86,22,1,2,2,2,3,3,3,1,1,3,4,4,4,15,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
22,22,22,22,22,22,30,21,21,23,23,23,23,18,18,18,23,23,23,13,13,13,15,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
22,22,22,22,22,22,20,22,89,22,22,22,18,18,18,77,23,23,13,13,13,13,15,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
22,22,22,22,22,22,10,22,22,22,22,22,22,22,22,22,22,22,22,13,13,13,15,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
22,22,22,22,22,22,40,41,41,41,41,41,41,41,41,41,41,41,41,53,66,67,15,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,10,74,89,25,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,10,23,23,15,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,10,32,23,15,32,23,23,17,17,17,17,17,23,23,23,23,23,23,23,23,23
0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,32,32,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,5
0,11,23,23,23,23,23,11,11,23,23,23,23,23,23,23,23,33,23,23,32,32,79,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,15
0,23,23,23,77,23,23,23,23,23,23,23,23,23,33,33,23,23,23,23,23,32,79,22,13,22,23,23,23,23,22,74,22,22,22,22,13,22,86,15
0,23,89,23,23,23,23,23,23,22,33,23,23,23,23,23,23,86,74,23,23,23,25,22,13,22,22,13,13,13,13,13,13,13,13,13,13,13,22,15
0,23,23,23,77,23,23,23,23,22,23,33,33,33,23,23,23,33,33,33,32,32,35,22,22,22,22,22,22,22,89,22,22,86,22,22,22,13,22,15
0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,33,33,33,33,32,32,35,22,22,22,22,13,13,22,22,17,17,17,17,17,17,17,13,15
40,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,53,18,18,25,22,22,22,17,17,17,17,17,17,17,17,17,17,17,22,22,15
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,17,17,54,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,25
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,17,17,25,22,22,22,22,22,22,22,77,22,22,22,22,22,22,22,22,5
22,22,22,18,18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,30,17,17,25,22,22,22,22,22,22,22,77,22,22,22,22,22,22,22,22,5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,17,17,25,22,22,22,22,86,22,22,77,22,22,22,22,22,22,22,22,5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,22,22,25,22,22,22,22,22,22,22,77,22,22,22,22,22,22,22,22,5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,22,22,25,22,22,22,22,22,50,42,44,23,77,23,44,44,35,22,22,5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,30,62,62,25,22,22,22,22,22,25,22,22,22,22,79,23,23,35,22,22,5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,62,22,25,22,22,22,22,22,25,22,77,22,84,79,77,23,35,22,22,5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,30,22,62,60,22,22,22,22,22,25,22,79,79,22,79,23,23,35,22,22,5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,62,20,22,89,72,22,22,22,22,22,25,22,22,22,22,79,23,23,35,22,22,5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,62,40,41,43,43,43,43,43,43,43,51,51,51,51,51,51,44,43,44,44,44,5
